"","doc_id","negative","positive","neg_positive","neg_negative"
"40305","text40305",0,1,0,0
"40306","text40306",0,3,1,0
"40307","text40307",2,0,0,0
"40308","text40308",0,0,0,0
"40309","text40309",0,2,0,0
"40310","text40310",1,0,0,0
"40311","text40311",0,0,0,0
"40312","text40312",1,0,0,0
"40313","text40313",0,0,0,0
"40314","text40314",0,1,0,0
"40315","text40315",1,1,0,0
"40316","text40316",0,0,0,0
"40317","text40317",2,0,0,0
"40318","text40318",0,1,0,0
"40319","text40319",1,0,0,0
"40320","text40320",1,0,0,0
"40321","text40321",0,1,0,0
"40322","text40322",0,1,0,0
"40323","text40323",2,0,0,0
"40324","text40324",1,1,0,0
"40325","text40325",0,2,0,0
"40326","text40326",1,0,0,0
"40327","text40327",0,0,0,0
"40328","text40328",0,0,0,0
"40329","text40329",0,1,0,0
"40330","text40330",0,0,0,0
"40331","text40331",1,0,0,0
"40332","text40332",0,0,0,0
"40333","text40333",0,1,0,0
"40334","text40334",0,0,0,0
"40335","text40335",1,0,0,0
"40336","text40336",1,2,0,0
"40337","text40337",1,0,0,0
"40338","text40338",0,1,0,0
"40339","text40339",0,0,0,0
"40340","text40340",0,1,0,0
"40341","text40341",0,0,0,0
"40342","text40342",1,0,0,0
"40343","text40343",0,1,0,0
"40344","text40344",0,3,1,0
"40345","text40345",0,0,0,0
"40346","text40346",0,0,0,0
"40347","text40347",0,0,0,0
"40348","text40348",2,1,0,0
"40349","text40349",0,0,0,0
"40350","text40350",0,0,0,0
"40351","text40351",0,1,0,0
"40352","text40352",1,0,0,0
"40353","text40353",0,3,0,0
"40354","text40354",0,0,0,0
"40355","text40355",0,0,0,0
"40356","text40356",3,0,0,0
"40357","text40357",0,0,0,0
"40358","text40358",0,1,0,0
"40359","text40359",0,2,0,0
"40360","text40360",0,0,0,0
"40361","text40361",0,2,0,0
"40362","text40362",2,1,0,0
"40363","text40363",0,0,0,0
"40364","text40364",0,0,0,0
"40365","text40365",0,0,0,0
"40366","text40366",2,0,0,0
"40367","text40367",0,0,0,0
"40368","text40368",2,0,0,0
"40369","text40369",1,2,0,0
"40370","text40370",0,1,0,0
"40371","text40371",0,1,0,0
"40372","text40372",0,0,0,0
"40373","text40373",0,0,0,0
"40374","text40374",0,0,0,0
"40375","text40375",0,0,0,0
"40376","text40376",0,1,0,0
"40377","text40377",0,3,0,0
"40378","text40378",1,0,0,0
"40379","text40379",0,0,0,0
"40380","text40380",0,1,0,0
"40381","text40381",1,0,0,0
"40382","text40382",3,0,0,0
"40383","text40383",0,1,0,0
"40384","text40384",0,1,0,0
"40385","text40385",0,0,0,0
"40386","text40386",3,0,0,0
"40387","text40387",2,2,0,0
"40388","text40388",0,1,0,0
"40389","text40389",1,0,0,0
"40390","text40390",0,1,0,0
"40391","text40391",2,0,0,0
"40392","text40392",1,0,0,0
"40393","text40393",0,0,0,0
"40394","text40394",0,0,0,0
"40395","text40395",0,0,0,0
"40396","text40396",0,0,0,0
"40397","text40397",0,1,0,0
"40398","text40398",1,0,0,0
"40399","text40399",1,0,0,0
"40400","text40400",0,1,0,0
"40401","text40401",1,1,0,0
"40402","text40402",0,1,0,0
"40403","text40403",2,0,0,0
"40404","text40404",0,0,0,0
"40405","text40405",1,0,0,0
"40406","text40406",1,1,0,0
"40407","text40407",1,0,0,0
"40408","text40408",0,0,0,0
"40409","text40409",1,0,0,0
"40410","text40410",0,0,0,0
"40411","text40411",0,0,0,0
"40412","text40412",2,0,0,0
"40413","text40413",1,1,0,0
"40414","text40414",1,0,0,0
"40415","text40415",0,0,0,0
"40416","text40416",0,0,0,0
"40417","text40417",2,0,0,0
"40418","text40418",0,0,0,0
"40419","text40419",0,0,0,0
"40420","text40420",1,0,0,0
"40421","text40421",2,0,0,0
"40422","text40422",1,0,0,0
"40423","text40423",1,2,0,0
"40424","text40424",0,1,0,0
"40425","text40425",0,0,0,0
"40426","text40426",0,0,0,0
"40427","text40427",1,0,0,0
"40428","text40428",0,0,0,0
"40429","text40429",1,1,0,0
"40430","text40430",1,2,0,0
"40431","text40431",1,0,0,0
"40432","text40432",1,0,0,0
"40433","text40433",0,0,0,0
"40434","text40434",0,0,0,0
"40435","text40435",1,0,0,0
"40436","text40436",0,0,0,0
"40437","text40437",0,0,0,0
"40438","text40438",0,1,0,0
"40439","text40439",0,2,0,0
"40440","text40440",1,0,0,0
"40441","text40441",1,1,0,0
"40442","text40442",0,0,0,0
"40443","text40443",0,0,0,0
"40444","text40444",3,0,0,0
"40445","text40445",0,1,0,0
"40446","text40446",0,0,0,0
"40447","text40447",0,0,0,0
"40448","text40448",1,0,0,0
"40449","text40449",0,1,0,0
"40450","text40450",0,0,0,0
"40451","text40451",0,0,0,0
"40452","text40452",2,0,0,0
"40453","text40453",1,0,0,0
"40454","text40454",0,0,0,0
"40455","text40455",0,0,0,0
"40456","text40456",0,0,0,0
"40457","text40457",0,0,0,0
"40458","text40458",1,0,0,0
"40459","text40459",0,0,0,0
"40460","text40460",0,0,0,0
"40461","text40461",0,0,0,0
"40462","text40462",0,0,0,0
"40463","text40463",0,0,0,0
"40464","text40464",0,2,0,0
"40465","text40465",1,0,0,0
"40466","text40466",0,0,0,0
"40467","text40467",0,0,0,0
"40468","text40468",0,0,0,0
"40469","text40469",1,0,0,0
"40470","text40470",0,0,0,0
"40471","text40471",1,0,0,0
"40472","text40472",1,0,0,0
"40473","text40473",0,0,0,0
"40474","text40474",3,0,0,0
"40475","text40475",1,2,0,0
"40476","text40476",0,0,0,0
"40477","text40477",2,0,0,0
"40478","text40478",1,2,0,0
"40479","text40479",0,0,0,0
"40480","text40480",0,0,0,0
"40481","text40481",0,0,0,0
"40482","text40482",1,0,0,0
"40483","text40483",1,0,0,0
"40484","text40484",2,0,0,0
"40485","text40485",1,0,0,0
"40486","text40486",3,0,0,0
"40487","text40487",0,0,0,0
"40488","text40488",1,0,0,0
"40489","text40489",1,0,0,0
"40490","text40490",0,0,0,0
"40491","text40491",1,0,0,0
"40492","text40492",0,1,0,0
"40493","text40493",0,0,0,0
"40494","text40494",0,0,0,0
"40495","text40495",0,0,0,0
"40496","text40496",1,0,0,0
"40497","text40497",1,0,0,0
"40498","text40498",1,1,0,0
"40499","text40499",1,1,0,0
"40500","text40500",0,0,0,0
"40501","text40501",1,0,0,0
"40502","text40502",0,0,0,0
"40503","text40503",0,1,0,0
"40504","text40504",0,0,0,0
"40505","text40505",0,1,0,0
"40506","text40506",2,1,0,0
"40507","text40507",0,0,0,0
"40508","text40508",1,0,0,0
"40509","text40509",0,0,0,0
"40510","text40510",3,1,0,0
"40511","text40511",0,1,0,0
"40512","text40512",2,0,0,0
"40513","text40513",0,0,0,0
"40514","text40514",0,2,0,0
"40515","text40515",0,2,0,0
"40516","text40516",0,0,0,0
"40517","text40517",0,0,0,0
"40518","text40518",1,1,0,0
"40519","text40519",1,2,0,0
"40520","text40520",0,0,0,0
"40521","text40521",0,0,0,0
"40522","text40522",2,0,0,1
"40523","text40523",0,1,0,0
"40524","text40524",1,0,0,0
"40525","text40525",0,1,0,0
"40526","text40526",1,1,0,0
"40527","text40527",0,0,0,0
"40528","text40528",0,0,0,0
"40529","text40529",0,0,0,0
"40530","text40530",0,0,0,0
"40531","text40531",0,0,0,0
"40532","text40532",1,0,0,0
"40533","text40533",0,0,0,0
"40534","text40534",0,1,0,0
"40535","text40535",0,1,0,0
"40536","text40536",1,0,0,0
"40537","text40537",0,0,0,0
"40538","text40538",0,0,0,0
"40539","text40539",1,0,0,0
"40540","text40540",0,0,0,0
"40541","text40541",0,0,0,0
"40542","text40542",0,0,0,0
"40543","text40543",0,1,0,0
"40544","text40544",0,1,0,0
"40545","text40545",3,0,0,0
"40546","text40546",0,2,0,0
"40547","text40547",0,0,0,0
"40548","text40548",0,0,0,0
"40549","text40549",0,0,0,0
"40550","text40550",2,0,0,0
"40551","text40551",0,2,0,0
"40552","text40552",0,0,0,0
"40553","text40553",0,0,0,0
"40554","text40554",1,1,0,0
"40555","text40555",0,1,0,0
"40556","text40556",0,1,0,0
"40557","text40557",1,1,0,0
"40558","text40558",0,1,0,0
"40559","text40559",3,0,0,0
"40560","text40560",1,0,0,0
"40561","text40561",0,2,0,0
"40562","text40562",0,0,0,0
"40563","text40563",2,1,0,0
"40564","text40564",0,0,0,0
"40565","text40565",0,1,0,0
"40566","text40566",0,0,0,0
"40567","text40567",0,2,0,0
"40568","text40568",2,0,0,0
"40569","text40569",0,1,0,0
"40570","text40570",0,0,0,0
"40571","text40571",0,1,0,0
"40572","text40572",0,0,0,0
"40573","text40573",0,1,0,0
"40574","text40574",1,0,0,0
"40575","text40575",0,0,0,0
"40576","text40576",0,0,0,0
"40577","text40577",0,0,0,0
"40578","text40578",0,0,0,0
"40579","text40579",0,0,0,0
"40580","text40580",0,0,0,0
"40581","text40581",0,0,0,0
"40582","text40582",0,1,0,0
"40583","text40583",0,0,0,0
"40584","text40584",0,3,0,0
"40585","text40585",0,0,0,0
"40586","text40586",0,1,0,0
"40587","text40587",1,0,0,0
"40588","text40588",0,0,0,0
"40589","text40589",0,1,0,0
"40590","text40590",0,1,0,0
"40591","text40591",0,1,0,0
"40592","text40592",0,1,0,0
"40593","text40593",0,0,0,0
"40594","text40594",1,0,0,0
"40595","text40595",0,0,0,0
"40596","text40596",0,0,0,0
"40597","text40597",2,1,0,0
"40598","text40598",0,0,0,0
"40599","text40599",1,0,0,0
"40600","text40600",0,0,0,0
"40601","text40601",0,0,0,0
"40602","text40602",0,0,0,0
"40603","text40603",0,1,0,0
"40604","text40604",0,0,0,0
"40605","text40605",0,0,0,0
"40606","text40606",0,0,0,0
"40607","text40607",0,0,0,0
"40608","text40608",0,1,0,0
"40609","text40609",0,0,0,0
"40610","text40610",3,1,0,0
"40611","text40611",0,0,0,0
"40612","text40612",0,0,0,0
"40613","text40613",1,1,0,0
"40614","text40614",0,0,0,0
"40615","text40615",0,0,0,0
"40616","text40616",3,1,0,0
"40617","text40617",0,2,0,0
"40618","text40618",1,0,0,0
"40619","text40619",0,0,0,0
"40620","text40620",0,0,0,0
"40621","text40621",0,0,0,0
"40622","text40622",0,1,0,0
"40623","text40623",0,0,0,0
"40624","text40624",0,2,0,0
"40625","text40625",0,1,0,0
"40626","text40626",0,1,0,0
"40627","text40627",0,0,0,0
"40628","text40628",0,0,0,0
"40629","text40629",0,3,0,0
"40630","text40630",0,0,0,0
"40631","text40631",0,0,0,0
"40632","text40632",0,2,0,0
"40633","text40633",0,0,0,0
"40634","text40634",0,0,0,0
"40635","text40635",0,0,0,0
"40636","text40636",0,1,0,0
"40637","text40637",0,2,0,0
"40638","text40638",0,0,0,0
"40639","text40639",0,0,0,0
"40640","text40640",0,1,0,0
"40641","text40641",0,1,0,0
"40642","text40642",0,1,0,0
"40643","text40643",0,1,0,0
"40644","text40644",0,2,0,0
"40645","text40645",0,2,0,0
"40646","text40646",0,2,0,0
"40647","text40647",0,0,0,0
"40648","text40648",0,4,0,0
"40649","text40649",0,1,0,0
"40650","text40650",0,1,0,0
"40651","text40651",0,0,0,0
"40652","text40652",0,0,0,0
"40653","text40653",0,2,0,0
"40654","text40654",0,0,0,0
"40655","text40655",2,0,0,0
"40656","text40656",1,3,0,1
"40657","text40657",0,1,0,0
"40658","text40658",0,0,0,0
"40659","text40659",0,0,0,0
"40660","text40660",0,0,0,0
"40661","text40661",0,1,0,0
"40662","text40662",0,1,0,0
"40663","text40663",1,3,0,0
"40664","text40664",0,0,0,0
"40665","text40665",0,2,0,0
"40666","text40666",0,0,0,0
"40667","text40667",0,0,0,0
"40668","text40668",0,1,0,0
"40669","text40669",0,2,0,0
"40670","text40670",0,0,0,0
"40671","text40671",0,2,0,0
"40672","text40672",0,1,0,0
"40673","text40673",0,0,0,0
"40674","text40674",0,1,0,0
"40675","text40675",0,1,0,0
"40676","text40676",0,0,0,0
"40677","text40677",0,1,0,0
"40678","text40678",0,0,0,0
"40679","text40679",0,1,0,0
"40680","text40680",0,1,0,0
"40681","text40681",0,2,0,0
"40682","text40682",1,3,0,0
"40683","text40683",0,0,0,0
"40684","text40684",0,0,0,0
"40685","text40685",1,0,0,0
"40686","text40686",0,1,0,0
"40687","text40687",0,0,0,0
"40688","text40688",1,0,0,0
"40689","text40689",0,1,0,0
"40690","text40690",0,1,0,0
"40691","text40691",0,1,0,0
"40692","text40692",0,1,0,0
"40693","text40693",0,2,0,0
"40694","text40694",0,0,0,0
"40695","text40695",0,1,0,0
"40696","text40696",0,0,0,0
"40697","text40697",0,0,0,0
"40698","text40698",0,4,0,0
"40699","text40699",0,0,0,0
"40700","text40700",0,0,0,0
"40701","text40701",0,0,0,0
"40702","text40702",0,1,0,0
"40703","text40703",0,0,0,0
"40704","text40704",0,1,0,0
"40705","text40705",1,0,0,0
"40706","text40706",1,1,0,0
"40707","text40707",0,0,0,0
"40708","text40708",0,1,0,0
"40709","text40709",0,0,0,0
"40710","text40710",0,0,0,0
"40711","text40711",1,1,0,0
"40712","text40712",0,0,0,0
"40713","text40713",0,0,0,0
"40714","text40714",0,0,0,0
"40715","text40715",0,1,0,0
"40716","text40716",0,0,0,0
"40717","text40717",2,0,0,0
"40718","text40718",0,0,0,0
"40719","text40719",0,1,0,0
"40720","text40720",0,0,0,0
"40721","text40721",0,1,0,0
"40722","text40722",0,1,0,0
"40723","text40723",0,1,0,0
"40724","text40724",0,0,0,0
"40725","text40725",1,0,0,0
"40726","text40726",0,1,0,0
"40727","text40727",1,1,0,0
"40728","text40728",1,0,0,0
"40729","text40729",0,1,0,0
"40730","text40730",0,0,0,0
"40731","text40731",0,0,0,0
"40732","text40732",0,1,0,0
"40733","text40733",1,1,0,0
"40734","text40734",0,1,0,0
"40735","text40735",0,0,0,0
"40736","text40736",0,0,0,0
"40737","text40737",0,0,0,0
"40738","text40738",1,1,0,0
"40739","text40739",0,0,0,0
"40740","text40740",0,1,0,0
"40741","text40741",1,0,0,0
"40742","text40742",0,2,0,0
"40743","text40743",0,0,0,0
"40744","text40744",1,1,0,0
"40745","text40745",0,0,0,0
"40746","text40746",2,1,0,0
"40747","text40747",0,0,0,0
"40748","text40748",0,2,0,0
"40749","text40749",0,0,0,0
"40750","text40750",0,0,0,0
"40751","text40751",2,0,0,0
"40752","text40752",1,1,0,0
"40753","text40753",0,1,0,0
"40754","text40754",0,0,0,0
"40755","text40755",0,3,0,0
"40756","text40756",0,0,0,0
"40757","text40757",0,1,0,0
"40758","text40758",0,1,0,0
"40759","text40759",1,1,0,0
"40760","text40760",0,1,0,0
"40761","text40761",0,1,0,0
"40762","text40762",1,0,0,0
"40763","text40763",1,0,0,0
"40764","text40764",0,1,0,0
"40765","text40765",0,1,0,0
"40766","text40766",0,0,0,0
"40767","text40767",2,2,0,0
"40768","text40768",0,0,0,0
"40769","text40769",1,0,0,0
"40770","text40770",0,0,0,0
"40771","text40771",0,0,0,0
"40772","text40772",1,0,0,0
"40773","text40773",0,0,0,0
"40774","text40774",1,2,0,0
"40775","text40775",0,0,0,0
"40776","text40776",1,1,0,0
"40777","text40777",0,0,0,0
"40778","text40778",0,0,0,0
"40779","text40779",1,0,0,0
"40780","text40780",0,0,0,0
"40781","text40781",0,0,0,0
"40782","text40782",0,1,0,0
"40783","text40783",0,1,0,0
"40784","text40784",0,0,0,0
"40785","text40785",0,0,0,0
"40786","text40786",0,0,0,0
"40787","text40787",0,0,0,0
"40788","text40788",0,1,0,0
"40789","text40789",1,0,0,0
"40790","text40790",0,1,0,0
"40791","text40791",0,1,0,0
"40792","text40792",0,0,0,0
"40793","text40793",0,0,0,0
"40794","text40794",0,1,0,0
"40795","text40795",0,1,0,0
"40796","text40796",0,0,0,0
"40797","text40797",2,0,0,0
"40798","text40798",0,0,0,0
"40799","text40799",2,0,0,0
"40800","text40800",0,0,0,0
"40801","text40801",0,0,0,0
"40802","text40802",0,0,0,0
"40803","text40803",1,0,0,0
"40804","text40804",0,1,0,0
"40805","text40805",0,0,0,0
"40806","text40806",2,0,0,0
"40807","text40807",0,0,0,0
"40808","text40808",0,0,0,0
"40809","text40809",0,0,0,0
"40810","text40810",0,0,0,0
"40811","text40811",2,0,0,0
"40812","text40812",0,0,0,0
"40813","text40813",0,1,0,0
"40814","text40814",0,1,0,0
"40815","text40815",0,1,0,0
"40816","text40816",2,0,0,1
"40817","text40817",0,0,0,0
"40818","text40818",0,1,0,0
"40819","text40819",0,0,0,0
"40820","text40820",0,0,0,0
"40821","text40821",0,0,0,0
"40822","text40822",0,0,0,0
"40823","text40823",1,0,0,0
"40824","text40824",0,0,0,0
"40825","text40825",0,1,0,0
"40826","text40826",0,0,0,0
"40827","text40827",0,0,0,0
"40828","text40828",0,0,0,0
"40829","text40829",0,1,0,0
"40830","text40830",0,0,0,0
"40831","text40831",0,1,0,0
"40832","text40832",0,1,0,0
"40833","text40833",0,1,0,0
"40834","text40834",0,0,0,0
"40835","text40835",0,1,0,0
"40836","text40836",3,0,0,0
"40837","text40837",0,1,0,0
"40838","text40838",0,2,0,0
"40839","text40839",0,0,0,0
"40840","text40840",0,3,0,0
"40841","text40841",1,0,0,0
"40842","text40842",0,0,0,0
"40843","text40843",0,0,0,0
"40844","text40844",1,0,0,0
"40845","text40845",0,0,0,0
"40846","text40846",0,2,0,0
"40847","text40847",0,0,0,0
"40848","text40848",0,1,0,0
"40849","text40849",0,2,0,0
"40850","text40850",0,0,0,0
"40851","text40851",0,1,0,0
"40852","text40852",0,2,0,0
"40853","text40853",1,1,0,0
"40854","text40854",0,0,0,0
"40855","text40855",1,1,0,0
"40856","text40856",0,0,0,0
"40857","text40857",0,0,0,0
"40858","text40858",1,0,0,0
"40859","text40859",0,1,0,0
"40860","text40860",2,1,0,0
"40861","text40861",0,1,0,0
"40862","text40862",0,2,0,0
"40863","text40863",0,0,0,0
"40864","text40864",0,2,0,0
"40865","text40865",1,1,0,0
"40866","text40866",0,1,0,0
"40867","text40867",0,1,0,0
"40868","text40868",0,1,0,0
"40869","text40869",0,2,0,0
"40870","text40870",0,1,0,0
"40871","text40871",0,2,0,0
"40872","text40872",0,0,0,0
"40873","text40873",0,1,0,0
"40874","text40874",0,2,0,0
"40875","text40875",0,2,0,0
"40876","text40876",0,1,0,0
"40877","text40877",0,1,0,0
"40878","text40878",0,4,0,0
"40879","text40879",0,0,0,0
"40880","text40880",0,0,0,0
"40881","text40881",0,1,0,0
"40882","text40882",0,0,0,0
"40883","text40883",0,1,0,0
"40884","text40884",0,0,0,0
"40885","text40885",0,0,0,0
"40886","text40886",2,1,0,0
"40887","text40887",1,1,0,0
"40888","text40888",0,0,0,0
"40889","text40889",0,1,0,0
"40890","text40890",0,0,0,0
"40891","text40891",0,1,0,0
"40892","text40892",0,0,0,0
"40893","text40893",0,0,0,0
"40894","text40894",0,0,0,0
"40895","text40895",2,1,0,1
"40896","text40896",0,0,0,0
"40897","text40897",1,0,0,0
"40898","text40898",0,1,0,0
"40899","text40899",0,0,0,0
"40900","text40900",1,2,0,0
"40901","text40901",0,0,0,0
"40902","text40902",0,0,0,0
"40903","text40903",0,1,0,0
"40904","text40904",0,0,0,0
"40905","text40905",0,1,0,0
"40906","text40906",0,1,0,0
"40907","text40907",0,1,0,0
"40908","text40908",1,0,0,0
"40909","text40909",0,0,0,0
"40910","text40910",0,1,0,0
"40911","text40911",0,1,0,0
"40912","text40912",1,0,0,0
"40913","text40913",0,2,0,0
"40914","text40914",1,0,0,0
"40915","text40915",0,0,0,0
"40916","text40916",1,0,0,0
"40917","text40917",0,2,0,0
"40918","text40918",0,0,0,0
"40919","text40919",0,0,0,0
"40920","text40920",0,0,0,0
"40921","text40921",0,1,0,0
"40922","text40922",0,1,0,0
"40923","text40923",1,3,0,0
"40924","text40924",0,3,0,0
"40925","text40925",1,0,0,0
"40926","text40926",0,1,0,0
"40927","text40927",0,0,0,0
"40928","text40928",0,0,0,0
"40929","text40929",0,0,0,0
"40930","text40930",0,1,0,0
"40931","text40931",0,1,0,0
"40932","text40932",1,0,0,0
"40933","text40933",2,1,0,0
"40934","text40934",0,0,0,0
"40935","text40935",0,0,0,0
"40936","text40936",0,1,0,0
"40937","text40937",1,1,0,0
"40938","text40938",0,3,0,0
"40939","text40939",0,0,0,0
"40940","text40940",0,1,0,0
"40941","text40941",2,1,0,0
"40942","text40942",0,0,0,0
"40943","text40943",0,0,0,0
"40944","text40944",0,3,0,0
"40945","text40945",1,0,0,0
"40946","text40946",1,1,0,0
"40947","text40947",0,2,0,0
"40948","text40948",2,0,0,0
"40949","text40949",0,2,0,0
"40950","text40950",0,2,0,0
"40951","text40951",0,0,0,0
"40952","text40952",0,1,0,0
"40953","text40953",0,0,0,0
"40954","text40954",0,0,0,0
"40955","text40955",4,1,0,0
"40956","text40956",0,1,0,0
"40957","text40957",0,0,0,0
"40958","text40958",4,0,0,0
"40959","text40959",1,2,0,0
"40960","text40960",0,0,0,0
"40961","text40961",0,1,0,0
"40962","text40962",0,0,0,0
"40963","text40963",0,0,0,0
"40964","text40964",0,0,0,0
"40965","text40965",0,0,0,0
"40966","text40966",2,1,0,0
"40967","text40967",0,1,0,0
"40968","text40968",0,0,0,0
"40969","text40969",0,2,0,0
"40970","text40970",0,0,0,0
"40971","text40971",0,1,0,0
"40972","text40972",0,0,0,0
"40973","text40973",0,1,0,0
"40974","text40974",0,0,0,0
"40975","text40975",0,1,0,0
"40976","text40976",0,1,0,0
"40977","text40977",1,0,0,0
"40978","text40978",0,0,0,0
"40979","text40979",0,0,0,0
"40980","text40980",0,0,0,0
"40981","text40981",2,0,0,0
"40982","text40982",0,0,0,0
"40983","text40983",1,1,0,0
"40984","text40984",0,0,0,0
"40985","text40985",0,1,0,0
"40986","text40986",0,3,0,0
"40987","text40987",2,0,0,0
"40988","text40988",2,1,0,0
"40989","text40989",0,0,0,0
"40990","text40990",0,1,0,0
"40991","text40991",1,0,0,0
"40992","text40992",0,1,0,0
"40993","text40993",0,0,0,0
"40994","text40994",0,4,0,0
"40995","text40995",0,2,0,0
"40996","text40996",0,3,0,0
"40997","text40997",0,0,0,0
"40998","text40998",0,0,0,0
"40999","text40999",0,1,0,0
"41000","text41000",0,0,0,0
"41001","text41001",0,0,0,0
"41002","text41002",0,1,0,0
"41003","text41003",0,0,0,0
"41004","text41004",0,0,0,0
"41005","text41005",0,0,0,0
"41006","text41006",0,0,0,0
"41007","text41007",0,0,0,0
"41008","text41008",0,1,0,0
"41009","text41009",0,0,0,0
"41010","text41010",0,0,0,0
"41011","text41011",0,0,0,0
"41012","text41012",0,0,0,0
"41013","text41013",0,0,0,0
"41014","text41014",0,2,0,0
"41015","text41015",0,1,0,0
"41016","text41016",0,1,0,0
"41017","text41017",0,0,0,0
"41018","text41018",0,0,0,0
"41019","text41019",0,1,0,0
"41020","text41020",0,0,0,0
"41021","text41021",0,0,0,0
"41022","text41022",0,0,0,0
"41023","text41023",0,1,0,0
"41024","text41024",0,0,0,0
"41025","text41025",0,2,0,0
"41026","text41026",0,0,0,0
"41027","text41027",0,1,0,0
"41028","text41028",0,1,0,0
"41029","text41029",0,2,0,0
"41030","text41030",0,1,0,0
"41031","text41031",0,0,0,0
"41032","text41032",0,2,0,0
"41033","text41033",1,0,0,0
"41034","text41034",0,1,0,0
"41035","text41035",2,1,0,0
"41036","text41036",1,0,0,0
"41037","text41037",1,2,0,0
"41038","text41038",0,0,0,0
"41039","text41039",0,1,0,0
"41040","text41040",0,0,0,0
"41041","text41041",0,0,0,0
"41042","text41042",0,1,0,0
"41043","text41043",0,1,0,0
"41044","text41044",0,1,0,0
"41045","text41045",0,1,0,0
"41046","text41046",0,1,0,0
"41047","text41047",0,1,0,0
"41048","text41048",0,0,0,0
"41049","text41049",0,0,0,0
"41050","text41050",0,1,0,0
"41051","text41051",0,0,0,0
"41052","text41052",0,4,0,0
"41053","text41053",0,0,0,0
"41054","text41054",0,3,0,0
"41055","text41055",0,1,0,0
"41056","text41056",0,2,0,0
"41057","text41057",0,0,0,0
"41058","text41058",0,1,0,0
"41059","text41059",0,0,0,0
"41060","text41060",0,1,0,0
"41061","text41061",0,0,0,0
"41062","text41062",0,0,0,0
"41063","text41063",0,0,0,0
"41064","text41064",0,1,0,0
"41065","text41065",0,1,0,0
"41066","text41066",0,0,0,0
"41067","text41067",1,1,0,0
"41068","text41068",0,1,0,0
"41069","text41069",0,0,0,0
"41070","text41070",0,0,0,0
"41071","text41071",0,2,0,0
"41072","text41072",0,0,0,0
"41073","text41073",1,0,0,0
"41074","text41074",0,1,0,0
"41075","text41075",0,0,0,0
"41076","text41076",0,0,0,0
"41077","text41077",0,1,0,0
"41078","text41078",0,1,0,0
"41079","text41079",0,1,0,0
"41080","text41080",0,2,0,0
"41081","text41081",0,1,0,0
"41082","text41082",0,0,0,0
"41083","text41083",0,1,0,0
"41084","text41084",0,0,0,0
"41085","text41085",0,1,0,0
"41086","text41086",0,0,0,0
"41087","text41087",0,1,0,0
"41088","text41088",0,1,0,0
"41089","text41089",0,1,0,0
"41090","text41090",0,1,0,0
"41091","text41091",0,2,0,0
"41092","text41092",0,1,0,0
"41093","text41093",1,1,0,0
"41094","text41094",0,0,0,0
"41095","text41095",0,1,0,0
"41096","text41096",0,0,0,0
"41097","text41097",0,0,0,0
"41098","text41098",0,0,0,0
"41099","text41099",0,2,0,0
"41100","text41100",0,0,0,0
"41101","text41101",0,3,0,0
"41102","text41102",0,0,0,0
"41103","text41103",0,0,0,0
"41104","text41104",0,0,0,0
"41105","text41105",0,0,0,0
"41106","text41106",0,2,0,0
"41107","text41107",0,1,0,0
"41108","text41108",0,1,0,0
"41109","text41109",2,0,0,0
"41110","text41110",0,3,0,0
"41111","text41111",0,1,0,0
"41112","text41112",0,0,0,0
"41113","text41113",0,1,0,0
"41114","text41114",0,0,0,0
"41115","text41115",0,0,0,0
"41116","text41116",2,0,0,0
"41117","text41117",0,0,0,0
"41118","text41118",0,2,0,0
"41119","text41119",0,1,0,0
"41120","text41120",0,0,0,0
"41121","text41121",0,2,0,0
"41122","text41122",0,1,0,0
"41123","text41123",0,0,0,0
"41124","text41124",0,0,0,0
"41125","text41125",0,1,0,0
"41126","text41126",0,0,0,0
"41127","text41127",0,1,0,0
"41128","text41128",0,0,0,0
"41129","text41129",0,0,0,0
"41130","text41130",0,1,0,0
"41131","text41131",0,0,0,0
"41132","text41132",0,1,0,0
"41133","text41133",0,1,0,0
"41134","text41134",1,0,0,0
"41135","text41135",0,0,0,0
"41136","text41136",0,1,0,0
"41137","text41137",0,1,0,0
"41138","text41138",0,1,0,0
"41139","text41139",1,0,0,0
"41140","text41140",0,0,0,0
"41141","text41141",0,0,0,0
"41142","text41142",0,0,0,0
"41143","text41143",1,0,0,0
"41144","text41144",0,0,0,0
"41145","text41145",0,1,0,0
"41146","text41146",0,1,0,0
"41147","text41147",0,1,0,0
"41148","text41148",0,1,0,0
"41149","text41149",0,1,0,0
"41150","text41150",0,1,0,0
"41151","text41151",0,1,0,0
"41152","text41152",0,0,0,0
"41153","text41153",2,0,0,0
"41154","text41154",2,1,0,0
"41155","text41155",0,2,0,0
"41156","text41156",1,1,0,0
"41157","text41157",0,0,0,0
"41158","text41158",3,0,0,0
"41159","text41159",0,1,0,0
"41160","text41160",0,0,0,0
"41161","text41161",0,0,0,0
"41162","text41162",2,0,0,0
"41163","text41163",0,0,0,0
"41164","text41164",0,0,0,0
"41165","text41165",0,1,0,0
"41166","text41166",0,1,0,0
"41167","text41167",0,0,0,0
"41168","text41168",0,0,0,0
"41169","text41169",0,1,0,0
"41170","text41170",0,0,0,0
"41171","text41171",1,2,0,0
"41172","text41172",0,0,0,0
"41173","text41173",0,0,0,0
"41174","text41174",0,0,0,0
"41175","text41175",1,0,0,0
"41176","text41176",0,0,0,0
"41177","text41177",2,0,0,0
